Age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
63,2.0,264600,6,2.0,0.0,0.0,4.0,1.0,0,0,45,38.0,0.0
36,2.0,82743,12,4.0,13.0,1.0,4.0,1.0,0,0,55,19.0,0.0
63,4.0,125178,13,2.0,9.0,0.0,4.0,1.0,0,0,40,38.0,1.0
22,2.0,128487,9,4.0,0.0,1.0,4.0,0.0,0,0,10,38.0,0.0
40,2.0,321758,9,2.0,11.0,0.0,4.0,1.0,0,0,40,38.0,1.0
31,2.0,128220,4,6.0,0.0,1.0,4.0,0.0,0,0,35,38.0,0.0
49,2.0,176814,10,2.0,2.0,0.0,4.0,1.0,0,0,50,1.0,0.0
23,5.0,156423,13,4.0,9.0,3.0,4.0,0.0,0,0,20,38.0,0.0
25,2.0,169905,11,4.0,11.0,1.0,4.0,1.0,27828,0,40,38.0,1.0
28,2.0,176972,13,2.0,2.0,0.0,4.0,1.0,0,0,45,38.0,1.0
44,4.0,171424,10,0.0,6.0,1.0,4.0,1.0,0,2205,35,38.0,0.0
33,2.0,91811,9,5.0,13.0,1.0,4.0,1.0,0,0,40,38.0,0.0
21,2.0,203924,10,4.0,0.0,1.0,4.0,1.0,2597,0,45,38.0,0.0
55,2.0,177484,7,2.0,7.0,0.0,2.0,1.0,0,1672,40,38.0,0.0
75,4.0,242108,9,0.0,11.0,1.0,4.0,1.0,2346,0,15,38.0,0.0
61,2.0,132972,5,4.0,6.0,4.0,2.0,0.0,0,0,40,38.0,0.0
53,2.0,157947,9,0.0,0.0,1.0,4.0,0.0,0,0,40,38.0,0.0
26,1.0,177482,12,2.0,10.0,0.0,4.0,1.0,0,0,45,38.0,1.0
48,2.0,246891,10,6.0,11.0,4.0,4.0,1.0,0,0,50,38.0,1.0
28,5.0,158834,14,2.0,3.0,0.0,4.0,1.0,0,0,50,38.0,1.0
29,2.0,110442,9,2.0,5.0,0.0,4.0,1.0,0,0,45,38.0,0.0
25,2.0,240676,10,0.0,12.0,3.0,4.0,0.0,0,0,40,38.0,0.0
37,2.0,192939,9,2.0,13.0,0.0,4.0,1.0,0,0,40,38.0,0.0
43,1.0,260696,13,0.0,9.0,4.0,4.0,0.0,0,0,55,38.0,0.0
40,1.0,55363,9,2.0,13.0,0.0,4.0,1.0,0,0,40,38.0,0.0
34,2.0,144949,6,2.0,2.0,0.0,4.0,1.0,0,0,45,38.0,1.0
55,2.0,116878,16,2.0,9.0,0.0,4.0,1.0,15024,0,30,38.0,1.0
31,1.0,357954,12,4.0,12.0,1.0,4.0,1.0,0,0,20,38.0,0.0
32,4.0,190290,9,2.0,4.0,0.0,4.0,1.0,0,0,40,21.0,0.0
26,5.0,203279,15,4.0,9.0,1.0,1.0,1.0,2463,0,50,18.0,0.0
26,2.0,167761,13,2.0,9.0,0.0,4.0,1.0,0,0,50,38.0,1.0
44,2.0,138845,10,2.0,13.0,0.0,4.0,1.0,0,0,40,38.0,0.0
49,2.0,144844,9,2.0,13.0,0.0,4.0,1.0,0,0,52,38.0,1.0
26,2.0,55743,9,4.0,0.0,4.0,2.0,0.0,0,0,30,38.0,0.0
40,4.0,117721,9,2.0,4.0,0.0,4.0,1.0,0,0,60,38.0,0.0
19,4.0,116385,7,4.0,0.0,1.0,4.0,0.0,0,0,40,38.0,0.0
58,2.0,301867,9,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0,0.0
61,2.0,238913,11,2.0,12.0,0.0,4.0,1.0,0,0,40,38.0,1.0
28,4.0,123983,10,2.0,11.0,3.0,1.0,1.0,0,0,63,34.0,0.0
26,2.0,165510,13,4.0,4.0,3.0,4.0,1.0,0,0,40,38.0,0.0
64,2.0,183513,9,4.0,0.0,1.0,4.0,0.0,0,0,25,38.0,0.0
42,3.0,119281,13,2.0,3.0,0.0,4.0,1.0,0,0,60,38.0,1.0
41,2.0,152629,10,2.0,12.0,0.0,4.0,1.0,0,0,40,38.0,1.0
45,2.0,110171,9,4.0,5.0,1.0,4.0,1.0,0,0,40,38.0,0.0
39,2.0,211440,13,2.0,11.0,0.0,4.0,1.0,0,0,50,38.0,1.0
41,1.0,359259,9,2.0,7.0,0.0,4.0,1.0,0,0,40,38.0,0.0
51,2.0,125796,7,5.0,7.0,1.0,2.0,0.0,0,0,40,22.0,0.0
34,2.0,39609,11,0.0,0.0,4.0,4.0,0.0,0,0,40,38.0,0.0
33,2.0,111567,14,2.0,3.0,0.0,4.0,1.0,0,1902,45,10.0,1.0
23,2.0,44064,10,5.0,7.0,1.0,4.0,1.0,0,2559,40,38.0,1.0
35,4.0,120066,10,2.0,2.0,0.0,0.0,1.0,0,0,60,38.0,0.0
41,2.0,132633,7,0.0,8.0,4.0,4.0,0.0,0,0,25,12.0,0.0
39,2.0,192702,14,4.0,2.0,1.0,4.0,0.0,0,0,50,38.0,0.0
41,2.0,166813,10,2.0,11.0,0.0,4.0,1.0,0,0,55,38.0,0.0
33,3.0,40444,10,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,0.0
22,2.0,290504,9,4.0,7.0,2.0,4.0,1.0,0,0,40,38.0,0.0
25,2.0,178505,10,4.0,3.0,2.0,4.0,0.0,0,1504,45,38.0,0.0
25,2.0,175370,10,0.0,6.0,3.0,4.0,0.0,0,0,40,38.0,0.0
77,4.0,72931,4,3.0,0.0,1.0,4.0,1.0,0,0,20,21.0,1.0
66,2.0,284021,9,6.0,11.0,1.0,4.0,0.0,0,0,40,38.0,0.0
19,2.0,277974,10,4.0,11.0,3.0,4.0,1.0,0,0,35,38.0,0.0
44,2.0,111275,9,4.0,7.0,4.0,2.0,0.0,0,0,38,38.0,0.0
45,3.0,191776,14,0.0,11.0,4.0,4.0,0.0,25236,0,42,38.0,1.0
28,2.0,125527,10,4.0,11.0,1.0,4.0,1.0,0,0,50,38.0,0.0
19,2.0,38294,9,4.0,5.0,2.0,4.0,1.0,2597,0,40,38.0,0.0
43,2.0,313022,9,2.0,6.0,0.0,2.0,1.0,4386,0,40,38.0,1.0
39,2.0,179668,13,2.0,12.0,0.0,4.0,1.0,15024,0,40,38.0,1.0
33,2.0,198660,13,2.0,11.0,0.0,4.0,1.0,0,0,50,38.0,0.0
44,2.0,216116,9,3.0,7.0,1.0,2.0,0.0,0,0,40,22.0,0.0
62,2.0,200922,4,6.0,6.0,1.0,4.0,0.0,0,0,40,38.0,0.0
40,2.0,153372,10,2.0,11.0,0.0,4.0,1.0,0,0,50,38.0,1.0
41,2.0,406603,9,4.0,7.0,1.0,4.0,1.0,0,0,6,19.0,0.0
23,1.0,248344,10,4.0,7.0,1.0,2.0,1.0,0,0,30,38.0,0.0
48,2.0,240629,9,2.0,2.0,0.0,4.0,1.0,0,0,40,21.0,1.0
38,2.0,314310,14,2.0,9.0,0.0,4.0,1.0,0,0,45,38.0,0.0
37,2.0,259785,14,2.0,3.0,0.0,4.0,1.0,0,0,50,38.0,1.0
45,2.0,127111,14,2.0,9.0,0.0,4.0,1.0,0,0,55,38.0,1.0
29,2.0,178272,9,2.0,10.0,0.0,4.0,1.0,0,0,40,38.0,0.0
66,1.0,75134,9,6.0,0.0,4.0,4.0,0.0,0,0,25,38.0,0.0
19,2.0,195985,9,4.0,7.0,1.0,4.0,0.0,0,0,50,38.0,0.0
23,2.0,221955,5,4.0,5.0,2.0,4.0,1.0,0,0,39,25.0,0.0
34,2.0,177675,13,2.0,12.0,0.0,4.0,1.0,0,0,40,38.0,1.0
39,2.0,182828,14,4.0,3.0,1.0,4.0,0.0,0,0,45,38.0,0.0
33,4.0,270889,9,4.0,13.0,1.0,4.0,1.0,0,0,60,38.0,0.0
43,2.0,183096,10,5.0,11.0,4.0,4.0,0.0,0,0,10,38.0,0.0
27,2.0,336951,9,2.0,13.0,0.0,4.0,1.0,0,0,99,38.0,0.0
33,5.0,295589,10,5.0,0.0,3.0,2.0,1.0,0,0,35,38.0,0.0
26,2.0,289980,3,2.0,4.0,0.0,4.0,1.0,0,0,30,25.0,0.0
56,3.0,70720,14,0.0,3.0,1.0,4.0,1.0,27828,0,60,38.0,1.0
46,2.0,163352,9,2.0,11.0,0.0,4.0,1.0,0,0,36,38.0,0.0
38,2.0,190776,12,0.0,2.0,4.0,4.0,0.0,0,0,40,38.0,0.0
90,2.0,313986,7,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,0.0
72,3.0,473748,10,2.0,3.0,0.0,4.0,1.0,0,0,25,38.0,1.0
20,2.0,163003,9,4.0,0.0,4.0,1.0,0.0,0,0,15,38.0,0.0
29,2.0,183061,9,2.0,2.0,0.0,0.0,1.0,0,0,48,38.0,0.0
49,2.0,123584,7,2.0,13.0,0.0,4.0,1.0,0,0,75,38.0,0.0
23,2.0,120910,9,4.0,7.0,4.0,4.0,0.0,0,0,35,38.0,0.0
20,2.0,227554,10,3.0,11.0,3.0,2.0,0.0,0,0,18,38.0,0.0
57,2.0,182677,13,2.0,3.0,0.0,1.0,1.0,4508,0,40,34.0,0.0
46,2.0,214955,12,0.0,9.0,4.0,4.0,0.0,0,0,40,38.0,0.0
33,2.0,209768,13,2.0,9.0,0.0,4.0,1.0,0,0,40,38.0,1.0
24,2.0,258120,13,4.0,11.0,1.0,4.0,1.0,0,0,55,22.0,0.0
49,2.0,110015,11,2.0,2.0,0.0,4.0,1.0,0,0,45,11.0,0.0
54,2.0,152652,9,2.0,13.0,0.0,4.0,1.0,0,0,65,38.0,0.0
46,0.0,43206,16,4.0,9.0,1.0,4.0,0.0,0,1564,50,38.0,1.0
31,4.0,114639,11,2.0,2.0,0.0,4.0,1.0,0,0,50,38.0,0.0
43,3.0,221172,15,2.0,9.0,0.0,4.0,1.0,0,1977,40,38.0,1.0
19,2.0,131615,9,4.0,6.0,3.0,4.0,1.0,0,0,40,38.0,0.0
46,2.0,353824,12,4.0,0.0,1.0,4.0,1.0,0,0,40,38.0,0.0
43,2.0,178417,13,0.0,9.0,1.0,4.0,1.0,0,0,40,38.0,0.0
58,2.0,178644,9,6.0,2.0,4.0,4.0,1.0,0,0,40,38.0,0.0
43,4.0,271665,9,2.0,11.0,0.0,4.0,1.0,0,0,45,38.0,0.0
21,0.0,169003,8,4.0,0.0,3.0,2.0,1.0,0,0,25,38.0,0.0
52,5.0,338816,14,4.0,0.0,1.0,4.0,1.0,0,0,70,38.0,1.0
34,2.0,506858,11,2.0,2.0,0.0,4.0,1.0,0,0,32,38.0,1.0
28,2.0,265628,11,4.0,5.0,3.0,4.0,0.0,0,0,40,38.0,0.0
34,2.0,173495,9,0.0,13.0,1.0,4.0,1.0,0,0,40,38.0,0.0
29,2.0,177413,9,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0,1.0
39,2.0,31670,9,2.0,4.0,0.0,4.0,1.0,0,0,65,38.0,0.0
49,2.0,154451,7,0.0,6.0,4.0,2.0,0.0,0,0,35,38.0,0.0
35,2.0,265535,10,2.0,2.0,0.0,2.0,1.0,0,0,50,22.0,1.0
31,2.0,118941,10,0.0,7.0,3.0,4.0,0.0,0,0,20,38.0,0.0
18,2.0,214617,10,4.0,5.0,3.0,4.0,1.0,0,0,30,38.0,0.0
47,1.0,265097,9,2.0,7.0,0.0,4.0,1.0,4386,0,40,38.0,1.0
46,2.0,276087,9,2.0,11.0,0.0,4.0,1.0,5013,0,50,38.0,0.0
43,2.0,124692,13,2.0,11.0,0.0,4.0,1.0,0,0,40,38.0,1.0
51,0.0,306784,9,2.0,2.0,0.0,4.0,1.0,4386,0,40,38.0,1.0
21,2.0,434102,10,4.0,0.0,1.0,4.0,0.0,0,0,40,38.0,0.0
31,5.0,181824,13,2.0,9.0,5.0,4.0,0.0,0,1902,35,38.0,1.0
39,1.0,177907,9,2.0,10.0,0.0,4.0,1.0,0,1887,40,38.0,1.0
58,2.0,87329,7,2.0,0.0,0.0,4.0,1.0,0,0,48,38.0,0.0
36,2.0,263130,14,4.0,9.0,1.0,4.0,0.0,0,0,40,38.0,0.0
38,2.0,262882,9,2.0,6.0,5.0,4.0,0.0,0,0,40,38.0,0.0
31,2.0,37546,13,2.0,3.0,5.0,4.0,0.0,0,1902,35,38.0,1.0
19,2.0,27433,7,4.0,5.0,1.0,4.0,1.0,0,0,40,38.0,0.0
38,2.0,393945,11,0.0,12.0,1.0,4.0,0.0,0,0,36,38.0,0.0
26,2.0,173927,11,4.0,9.0,3.0,3.0,0.0,0,0,60,22.0,0.0
38,2.0,343403,12,0.0,0.0,1.0,4.0,0.0,0,0,16,38.0,0.0
36,2.0,111128,10,2.0,2.0,0.0,4.0,1.0,0,0,45,38.0,0.0
40,2.0,193882,9,2.0,3.0,0.0,4.0,1.0,0,0,45,38.0,1.0
41,2.0,128354,13,2.0,12.0,5.0,4.0,0.0,0,0,25,38.0,1.0
33,2.0,113364,9,4.0,11.0,1.0,4.0,1.0,0,0,45,38.0,0.0
51,2.0,136913,9,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0,0.0
34,2.0,115488,9,2.0,11.0,0.0,4.0,1.0,0,0,40,38.0,0.0
33,2.0,154227,11,0.0,11.0,1.0,4.0,1.0,0,0,40,38.0,0.0
25,2.0,279667,6,2.0,2.0,0.0,4.0,1.0,0,0,45,38.0,0.0
30,4.0,281030,9,4.0,11.0,4.0,4.0,1.0,0,0,66,38.0,0.0
19,2.0,283945,10,4.0,0.0,3.0,4.0,1.0,0,0,25,38.0,0.0
47,2.0,454989,9,2.0,3.0,5.0,4.0,0.0,0,0,40,38.0,1.0
26,2.0,391349,13,4.0,0.0,1.0,4.0,0.0,0,0,40,38.0,0.0
21,5.0,166704,10,4.0,7.0,3.0,4.0,0.0,0,0,14,38.0,0.0
36,2.0,151835,9,2.0,7.0,0.0,4.0,1.0,0,0,60,38.0,1.0
60,2.0,199085,6,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0,0.0
28,2.0,61487,9,4.0,9.0,4.0,2.0,1.0,0,0,40,38.0,0.0
19,2.0,120251,9,4.0,0.0,3.0,4.0,0.0,0,0,14,38.0,0.0
42,2.0,273230,13,2.0,9.0,0.0,4.0,1.0,0,0,90,38.0,0.0
36,2.0,358373,9,5.0,6.0,1.0,2.0,0.0,0,0,36,38.0,0.0
35,2.0,267891,9,2.0,7.0,5.0,4.0,0.0,0,0,38,38.0,0.0
22,2.0,234880,10,4.0,0.0,3.0,4.0,0.0,0,0,25,38.0,0.0
54,2.0,48358,9,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,1.0
36,2.0,96452,13,2.0,9.0,0.0,4.0,1.0,0,0,45,38.0,0.0
55,2.0,204751,9,2.0,13.0,0.0,4.0,1.0,0,0,65,38.0,0.0
57,2.0,375868,14,2.0,0.0,0.0,4.0,1.0,0,0,40,38.0,0.0
56,2.0,413373,4,2.0,13.0,0.0,4.0,1.0,0,0,36,38.0,0.0
24,2.0,537222,9,2.0,3.0,0.0,4.0,1.0,0,0,50,38.0,0.0
35,1.0,33975,13,2.0,9.0,0.0,4.0,1.0,0,0,40,38.0,1.0
51,3.0,162327,7,0.0,11.0,1.0,4.0,1.0,0,0,40,38.0,0.0
34,2.0,182691,9,0.0,3.0,3.0,4.0,1.0,0,0,44,38.0,0.0
36,2.0,300829,12,0.0,0.0,4.0,4.0,0.0,0,0,42,38.0,0.0
51,1.0,114508,5,5.0,7.0,2.0,4.0,0.0,0,0,40,38.0,0.0
46,3.0,214627,16,2.0,9.0,0.0,4.0,1.0,0,0,60,38.0,1.0
42,2.0,129684,9,0.0,3.0,1.0,2.0,0.0,5455,0,50,38.0,0.0
25,5.0,120041,13,4.0,9.0,1.0,4.0,0.0,0,0,40,38.0,0.0
22,2.0,361138,9,4.0,5.0,2.0,4.0,1.0,0,0,50,38.0,0.0
37,2.0,76893,9,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,0.0
48,2.0,205424,13,0.0,11.0,4.0,4.0,1.0,0,0,40,38.0,1.0
61,2.0,176839,13,2.0,9.0,0.0,4.0,1.0,15024,0,50,38.0,1.0
40,2.0,229148,8,2.0,13.0,0.0,2.0,1.0,0,0,40,22.0,0.0
58,3.0,154537,9,2.0,3.0,5.0,4.0,0.0,0,0,20,38.0,1.0
52,2.0,181901,9,3.0,4.0,2.0,4.0,1.0,0,0,20,25.0,0.0
18,2.0,152004,7,4.0,7.0,3.0,2.0,1.0,0,0,20,38.0,0.0
27,2.0,205188,6,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0,0.0
48,4.0,30840,10,2.0,9.0,0.0,4.0,1.0,5013,0,45,38.0,0.0
63,2.0,66634,5,2.0,2.0,0.0,4.0,1.0,0,0,16,38.0,0.0
38,4.0,180220,9,2.0,2.0,0.0,4.0,1.0,0,0,60,38.0,0.0
31,2.0,291052,10,2.0,0.0,0.0,4.0,1.0,0,2051,40,38.0,0.0
40,4.0,99651,10,2.0,9.0,0.0,4.0,1.0,0,0,60,38.0,0.0
41,2.0,327723,9,0.0,3.0,1.0,4.0,1.0,0,0,40,38.0,0.0
28,2.0,32291,13,4.0,9.0,1.0,4.0,0.0,2174,0,40,38.0,0.0
31,2.0,345122,15,0.0,9.0,1.0,4.0,1.0,14084,0,50,38.0,1.0
32,2.0,127384,11,2.0,2.0,0.0,4.0,1.0,0,0,55,38.0,1.0
30,2.0,363296,9,4.0,5.0,4.0,2.0,1.0,0,0,72,38.0,0.0
39,1.0,86551,9,0.0,2.0,1.0,4.0,1.0,0,1876,40,38.0,0.0
28,2.0,30070,13,2.0,11.0,0.0,4.0,1.0,0,0,50,38.0,0.0
31,2.0,595000,9,4.0,5.0,2.0,2.0,0.0,0,0,35,38.0,0.0
44,5.0,111483,14,2.0,9.0,0.0,4.0,1.0,0,0,40,38.0,1.0
22,2.0,199555,10,4.0,4.0,3.0,4.0,1.0,0,0,25,38.0,0.0
36,2.0,218490,12,2.0,2.0,0.0,4.0,1.0,0,0,35,38.0,0.0
39,2.0,49020,14,4.0,3.0,1.0,4.0,1.0,0,1974,40,38.0,0.0
61,2.0,213321,10,2.0,3.0,0.0,4.0,1.0,0,1672,40,38.0,0.0
31,2.0,159187,9,0.0,13.0,3.0,4.0,1.0,0,0,40,38.0,0.0
21,2.0,83033,10,4.0,7.0,1.0,4.0,0.0,0,0,25,10.0,0.0
39,4.0,31848,10,2.0,4.0,0.0,4.0,1.0,2829,0,90,38.0,0.0
34,4.0,24961,9,2.0,4.0,0.0,4.0,1.0,0,0,80,38.0,0.0
21,2.0,182117,10,4.0,7.0,3.0,4.0,1.0,0,0,15,38.0,0.0
75,4.0,146576,13,6.0,9.0,4.0,4.0,1.0,0,0,48,38.0,1.0
21,2.0,176690,10,4.0,7.0,3.0,4.0,1.0,0,0,24,38.0,0.0
81,2.0,122651,10,2.0,11.0,0.0,4.0,1.0,0,0,15,38.0,0.0
54,3.0,149650,9,0.0,7.0,1.0,4.0,1.0,0,0,40,1.0,0.0
34,2.0,454508,13,2.0,9.0,0.0,4.0,1.0,0,0,65,19.0,0.0
54,4.0,269068,15,2.0,9.0,0.0,1.0,1.0,99999,0,50,29.0,1.0
41,2.0,266530,9,2.0,7.0,0.0,0.0,1.0,0,0,45,38.0,0.0
63,2.0,133144,9,2.0,7.0,0.0,4.0,1.0,2580,0,20,38.0,0.0
24,2.0,217961,10,4.0,6.0,1.0,4.0,1.0,0,0,40,38.0,0.0
20,2.0,221661,9,2.0,0.0,5.0,4.0,0.0,0,0,40,25.0,0.0
44,1.0,60735,13,0.0,9.0,3.0,4.0,0.0,0,0,60,38.0,0.0
47,4.0,121124,13,2.0,11.0,0.0,4.0,1.0,0,0,40,38.0,1.0
31,2.0,48588,10,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,0.0
41,2.0,48087,4,0.0,2.0,1.0,4.0,1.0,0,1590,40,38.0,0.0
53,4.0,240138,9,2.0,2.0,0.0,4.0,1.0,0,0,60,38.0,0.0
63,2.0,273010,9,2.0,0.0,5.0,4.0,0.0,3471,0,40,38.0,0.0
44,2.0,104196,14,2.0,9.0,0.0,4.0,1.0,0,0,45,38.0,1.0
37,2.0,230035,9,2.0,2.0,0.0,4.0,1.0,0,0,46,38.0,1.0
28,2.0,38918,10,2.0,2.0,0.0,4.0,1.0,0,0,50,10.0,1.0
57,2.0,176079,9,0.0,0.0,1.0,4.0,0.0,0,0,40,38.0,0.0
22,2.0,180052,10,4.0,4.0,3.0,4.0,1.0,0,0,10,38.0,0.0
33,1.0,173005,13,2.0,0.0,0.0,4.0,1.0,0,1848,45,38.0,1.0
30,2.0,378723,10,0.0,0.0,3.0,4.0,0.0,0,0,55,38.0,0.0
20,2.0,233624,9,4.0,2.0,3.0,4.0,1.0,0,0,40,38.0,0.0
28,2.0,192591,13,4.0,0.0,1.0,4.0,0.0,0,0,45,38.0,0.0
54,2.0,249860,7,0.0,8.0,4.0,2.0,0.0,0,0,10,38.0,0.0
20,2.0,247564,9,4.0,5.0,3.0,4.0,1.0,0,0,35,38.0,0.0
34,2.0,238912,9,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,0.0
21,2.0,190227,10,4.0,0.0,3.0,4.0,1.0,0,0,40,38.0,0.0
29,5.0,293287,10,4.0,7.0,4.0,4.0,0.0,0,0,40,38.0,0.0
51,2.0,180807,10,0.0,3.0,4.0,4.0,0.0,0,0,40,38.0,0.0
39,2.0,250217,9,0.0,6.0,1.0,2.0,0.0,0,0,70,38.0,0.0
19,2.0,217418,10,4.0,0.0,2.0,2.0,0.0,0,0,38,38.0,0.0
22,1.0,137510,9,4.0,4.0,3.0,4.0,1.0,0,0,40,38.0,0.0
59,5.0,163047,10,0.0,0.0,1.0,4.0,0.0,0,0,38,38.0,0.0
18,2.0,577521,7,4.0,11.0,3.0,4.0,1.0,0,0,13,38.0,0.0
22,2.0,221533,9,4.0,7.0,1.0,4.0,1.0,0,0,20,38.0,0.0
42,1.0,255675,10,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,1.0
39,2.0,114079,12,4.0,2.0,1.0,4.0,1.0,0,0,40,38.0,0.0
31,2.0,155781,13,2.0,11.0,0.0,4.0,1.0,0,0,40,38.0,1.0
28,2.0,243762,7,5.0,2.0,4.0,4.0,0.0,0,0,40,38.0,0.0
22,2.0,113062,13,4.0,3.0,3.0,4.0,0.0,0,0,7,38.0,0.0
67,2.0,217028,14,4.0,7.0,1.0,4.0,0.0,0,0,40,38.0,0.0
17,2.0,110723,7,4.0,11.0,3.0,4.0,0.0,0,0,25,38.0,0.0
47,0.0,191858,12,2.0,0.0,0.0,4.0,1.0,0,0,40,38.0,1.0
23,2.0,179423,13,4.0,0.0,1.0,4.0,0.0,0,0,5,38.0,0.0
20,2.0,339588,9,2.0,7.0,5.0,4.0,0.0,0,0,40,28.0,0.0
22,2.0,206815,9,4.0,11.0,4.0,4.0,0.0,0,0,40,28.0,0.0
47,5.0,103743,4,2.0,13.0,0.0,4.0,1.0,0,0,40,38.0,0.0
49,2.0,235683,10,2.0,11.0,5.0,4.0,0.0,0,0,40,38.0,1.0
35,5.0,197495,10,0.0,3.0,1.0,2.0,0.0,0,0,40,38.0,0.0
52,0.0,424012,10,0.0,3.0,1.0,4.0,0.0,0,0,40,38.0,0.0
29,2.0,178469,9,4.0,11.0,1.0,4.0,0.0,0,0,40,38.0,0.0
73,3.0,92886,6,6.0,11.0,4.0,4.0,0.0,0,0,40,1.0,0.0
38,4.0,214008,9,2.0,9.0,0.0,4.0,1.0,0,0,50,38.0,1.0
59,4.0,325732,9,2.0,3.0,0.0,4.0,1.0,0,1902,52,38.0,1.0
35,2.0,28572,10,2.0,2.0,0.0,4.0,1.0,4064,0,35,38.0,0.0
18,2.0,118376,10,4.0,11.0,3.0,4.0,0.0,0,0,15,38.0,0.0
24,2.0,51799,9,2.0,0.0,5.0,2.0,0.0,0,0,40,38.0,0.0
33,1.0,115488,13,2.0,9.0,0.0,4.0,1.0,0,0,50,38.0,0.0
40,2.0,190621,10,0.0,3.0,2.0,2.0,0.0,0,0,55,38.0,0.0
55,2.0,193568,9,6.0,0.0,1.0,4.0,0.0,0,0,40,38.0,0.0
44,2.0,192878,9,0.0,9.0,1.0,4.0,1.0,0,0,40,38.0,0.0
40,2.0,264663,13,4.0,9.0,3.0,4.0,0.0,0,0,60,38.0,0.0
22,2.0,234731,9,0.0,5.0,3.0,4.0,1.0,0,0,40,38.0,0.0
55,2.0,308373,10,2.0,3.0,5.0,4.0,0.0,0,0,40,38.0,1.0
45,2.0,205644,9,5.0,12.0,1.0,4.0,0.0,0,0,26,38.0,0.0
47,1.0,321851,13,4.0,9.0,1.0,4.0,0.0,0,0,50,38.0,1.0
56,2.0,206399,9,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,0.0
44,2.0,124563,9,2.0,6.0,0.0,2.0,1.0,0,0,40,38.0,0.0
32,5.0,198211,10,4.0,0.0,1.0,4.0,1.0,0,0,38,38.0,0.0
17,2.0,130795,6,4.0,7.0,3.0,4.0,1.0,0,0,20,38.0,0.0
44,2.0,71269,10,0.0,3.0,1.0,4.0,1.0,0,0,50,38.0,0.0
32,4.0,319280,12,4.0,11.0,1.0,4.0,1.0,0,0,80,38.0,0.0
35,2.0,125933,13,2.0,11.0,0.0,4.0,1.0,0,0,60,38.0,1.0
27,2.0,107236,9,2.0,7.0,0.0,4.0,1.0,0,0,40,38.0,0.0
32,2.0,32732,9,2.0,9.0,0.0,4.0,1.0,0,0,50,38.0,0.0
68,2.0,284763,7,0.0,13.0,1.0,4.0,1.0,0,0,70,38.0,0.0
20,2.0,112668,10,4.0,7.0,3.0,4.0,0.0,0,0,20,38.0,0.0
33,2.0,376483,10,0.0,0.0,1.0,2.0,0.0,0,0,40,38.0,0.0
24,2.0,402778,5,4.0,5.0,3.0,4.0,1.0,0,0,12,38.0,0.0
48,2.0,36177,9,2.0,2.0,0.0,4.0,1.0,0,0,45,38.0,0.0
45,2.0,125489,14,0.0,9.0,4.0,4.0,0.0,0,0,50,38.0,0.0
48,2.0,304791,10,6.0,0.0,1.0,4.0,0.0,0,0,40,38.0,0.0
28,2.0,209205,14,2.0,9.0,0.0,4.0,1.0,0,0,45,38.0,1.0
39,1.0,178100,14,0.0,9.0,4.0,4.0,0.0,0,0,40,38.0,0.0
23,2.0,70261,10,4.0,7.0,3.0,4.0,1.0,0,0,30,38.0,0.0
23,5.0,186634,8,4.0,3.0,1.0,4.0,1.0,0,0,40,38.0,0.0
36,2.0,32958,10,5.0,0.0,2.0,4.0,0.0,0,0,40,38.0,0.0
25,2.0,254746,13,2.0,9.0,5.0,4.0,0.0,0,0,40,38.0,0.0
52,2.0,158746,9,4.0,7.0,4.0,4.0,1.0,0,0,40,38.0,0.0
35,4.0,140854,9,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,0.0
41,2.0,51506,9,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,0.0
45,2.0,189564,13,2.0,11.0,5.0,4.0,0.0,0,0,42,38.0,1.0
58,2.0,213975,11,6.0,9.0,1.0,4.0,0.0,0,0,40,38.0,0.0
67,4.0,431426,9,2.0,0.0,5.0,4.0,0.0,0,0,2,38.0,0.0
48,2.0,199763,9,2.0,9.0,5.0,4.0,0.0,0,0,8,38.0,0.0
63,2.0,161563,9,2.0,2.0,0.0,4.0,1.0,0,0,48,38.0,0.0
24,1.0,252024,10,2.0,10.0,0.0,4.0,1.0,0,0,72,38.0,1.0
43,2.0,43945,10,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,1.0
36,2.0,178487,9,0.0,13.0,3.0,4.0,1.0,0,0,60,38.0,0.0
32,2.0,604506,9,2.0,13.0,3.0,4.0,1.0,0,0,72,25.0,0.0
36,2.0,228157,10,4.0,2.0,1.0,1.0,1.0,0,0,40,24.0,0.0
